Rank;Full Journal Title;ISSN;Journal Impact Factor
1417;JOURNAL OF FINANCIAL ECONOMICS;0304-405X;3.541
10484;JOURNAL OF MATHEMATICAL ECONOMICS;0304-4068;0.434
10484;JOURNAL OF MATHEMATICAL ECONOMICS;0304-4068;0.434
4988;JOURNAL OF ECONOMETRICS;0304-4076;1.611
4988;JOURNAL OF ECONOMETRICS;0304-4076;1.611
2653;EUROPEAN JOURNAL OF POLITICAL RESEARCH;0304-4130;2.525
6603;STOCHASTIC PROCESSES AND THEIR APPLICATIONS;0304-4149;1.193
668;BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS;0304-4165;5.083
292;BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER;0304-419X;7.841
1529;MARINE CHEMISTRY;0304-4203;3.412
6516;POETICS;0304-422X;1.212
5254;SCIENTIA HORTICULTURAE;0304-4238;1.538
9046;PRAMANA-JOURNAL OF PHYSICS;0304-4289;0.692
7259;ANNALS ACADEMY OF MEDICINE SINGAPORE;0304-4602;1.041
7662;CHINESE JOURNAL OF PHYSIOLOGY;0304-4920;0.962
3188;ARCHIVES OF VIROLOGY;0304-8608;2.255
2992;JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS;0304-8853;2.357
8982;Bulletin of the Astronomical Society of India;0304-9523;0.704
10880;JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY;0304-9914;0.356
6681;JOURNAL OF CHILD LANGUAGE;0305-0009;1.174
9925;MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY;0305-0041;0.534
7209;COMPARATIVE EDUCATION;0305-0068;1.052
1089;JOURNAL OF BIOGEOGRAPHY;0305-0270;3.997
1116;OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE;0305-0483;3.962
1116;OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE;0305-0483;3.962
3859;COMPUTERS & OPERATIONS RESEARCH;0305-0548;1.988
8502;INTERNATIONAL INTERACTIONS;0305-0629;0.791
217;NUCLEIC ACIDS RESEARCH;0305-1048;9.202
4003;JOURNAL OF ORAL REHABILITATION;0305-182X;1.926
1036;MAMMAL REVIEW;0305-1838;4.116
875;NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY;0305-1846;4.483
4526;CHILD CARE HEALTH AND DEVELOPMENT;0305-1862;1.754
4526;CHILD CARE HEALTH AND DEVELOPMENT;0305-1862;1.754
7527;BIOCHEMICAL SYSTEMATICS AND ECOLOGY;0305-1978;0.988
5835;ENGINEERING OPTIMIZATION;0305-215X;1.380
4064;BURNS;0305-4179;1.904
3188;JOURNAL OF ARCHAEOLOGICAL SCIENCE;0305-4403;2.255
3188;JOURNAL OF ARCHAEOLOGICAL SCIENCE;0305-4403;2.255
9335;OXFORD REVIEW OF EDUCATION;0305-4985;0.635
10091;EDUCATIONAL STUDIES;0305-5698;0.500
6572;POLICY AND POLITICS;0305-5736;1.200
9973;CIRCUIT WORLD;0305-6120;0.525
7992;Review of African Political Economy;0305-6244;0.892
9910;JOURNAL OF SOUTHERN AFRICAN STUDIES;0305-7070;0.537
9488;JOURNAL OF MORAL EDUCATION;0305-7240;0.610
3393;Studies in Science Education;0305-7267;2.167
3393;Studies in Science Education;0305-7267;2.167
3807;Psychology of Music;0305-7356;2.010
1102;ANNALS OF BOTANY;0305-7364;3.982
284;CANCER TREATMENT REVIEWS;0305-7372;7.983
5248;CHINA QUARTERLY;0305-7410;1.540
710;JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY;0305-7453;4.919
8995;JOURNAL OF HISTORICAL GEOGRAPHY;0305-7488;0.701
2829;WORLD DEVELOPMENT;0305-750X;2.438
8300;LEPROSY REVIEW;0305-7518;0.831
7435;Cambridge Journal of Education;0305-764X;1.000
8445;Compare-A Journal of Comparative and International Education;0305-7925;0.802
11530;London Journal;0305-8034;0.207
8285;MILLENNIUM-JOURNAL OF INTERNATIONAL STUDIES;0305-8298;0.833
3824;PROGRESS IN PLANNING;0305-9006;2.000
6370;OXFORD BULLETIN OF ECONOMICS AND STATISTICS;0305-9049;1.247
6370;OXFORD BULLETIN OF ECONOMICS AND STATISTICS;0305-9049;1.247
18;CHEMICAL SOCIETY REVIEWS;0306-0012;34.090
507;APPLIED ENERGY;0306-2619;5.746
2408;SOCIAL STUDIES OF SCIENCE;0306-3127;2.679
2408;SOCIAL STUDIES OF SCIENCE;0306-3127;2.679
377;BRITISH JOURNAL OF SPORTS MEDICINE;0306-3674;6.724
9735;RACE & CLASS;0306-3968;0.566
4281;INFORMATION SYSTEMS;0306-4379;1.832
1696;NEUROSCIENCE;0306-4522;3.231
789;PSYCHONEUROENDOCRINOLOGY;0306-4530;4.704
6681;ANNALS OF NUCLEAR ENERGY;0306-4549;1.174
4955;JOURNAL OF THERMAL BIOLOGY;0306-4565;1.621
5783;INFORMATION PROCESSING & MANAGEMENT;0306-4573;1.397
5783;INFORMATION PROCESSING & MANAGEMENT;0306-4573;1.397
2245;ADDICTIVE BEHAVIORS;0306-4603;2.795
2245;ADDICTIVE BEHAVIORS;0306-4603;2.795
1199;BRITISH JOURNAL OF CLINICAL PHARMACOLOGY;0306-5251;3.830
958;JOURNAL OF PEASANT STUDIES;0306-6150;4.311
7424;INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY;0306-624X;1.006
4491;JOURNAL OF MEDICAL ETHICS;0306-6800;1.764
4491;JOURNAL OF MEDICAL ETHICS;0306-6800;1.764
8271;Journal of Business Finance & Accounting;0306-686X;0.837
5719;INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY;0306-7319;1.411
4409;INTERNATIONAL STATISTICAL REVIEW;0306-7734;1.789
6190;OPTICAL AND QUANTUM ELECTRONICS;0306-8919;1.290
3716;FOOD POLICY;0306-9192;2.044
3716;FOOD POLICY;0306-9192;2.044
6837;MEDICAL HYPOTHESES;0306-9877;1.136
10283;BRITISH JOURNAL OF GUIDANCE & COUNSELLING;0306-9885;0.469
596;INTERNATIONAL JOURNAL OF OBESITY;0307-0565;5.337
11303;BULLETIN OF ECONOMIC RESEARCH;0307-3378;0.261
6471;STUDIES IN HIGHER EDUCATION;0307-5079;1.222
11477;European Law Review;0307-5400;0.221
6090;CLINICAL AND EXPERIMENTAL DERMATOLOGY;0307-6938;1.315
4748;ECOLOGICAL ENTOMOLOGY;0307-6946;1.687
5289;PHYSIOLOGICAL ENTOMOLOGY;0307-6962;1.530
1592;SYSTEMATIC ENTOMOLOGY;0307-6970;3.343
3118;APPLIED MATHEMATICAL MODELLING;0307-904X;2.291
6000;AVIAN PATHOLOGY;0307-9457;1.336
1566;MEDICAL EDUCATION;0308-0110;3.369
5659;INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING;0308-0161;1.432
10937;INTERDISCIPLINARY SCIENCE REVIEWS;0308-0188;0.347
10937;INTERDISCIPLINARY SCIENCE REVIEWS;0308-0188;0.347
7780;British Journal of Occupational Therapy;0308-0226;0.935
7780;British Journal of Occupational Therapy;0308-0226;0.935
6078;FIRE AND MATERIALS;0308-0501;1.317
8972;TRANSPORTATION PLANNING AND TECHNOLOGY;0308-1060;0.706
4777;INTERNATIONAL JOURNAL OF GENERAL SYSTEMS;0308-1079;1.677
8670;LINEAR & MULTILINEAR ALGEBRA;0308-1087;0.761
7550;PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS;0308-2105;0.983
9744;CRITIQUE OF ANTHROPOLOGY;0308-275X;0.564
6555;ECONOMY AND SOCIETY;0308-5147;1.204
5537;ENVIRONMENT AND PLANNING A;0308-518X;1.460
2134;AGRICULTURAL SYSTEMS;0308-521X;2.867
11758;Imago Mundi-The International Journal for the History of Cartography;0308-5694;0.135
7554;TELECOMMUNICATIONS POLICY;0308-5961;0.982
7554;TELECOMMUNICATIONS POLICY;0308-5961;0.982
2791;MARINE POLICY;0308-597X;2.453
1062;FOOD CHEMISTRY;0308-8146;4.052
6484;Maritime Policy & Management;0308-8839;1.220
1517;HISTOPATHOLOGY;0309-0167;3.425
7055;EUROPEAN JOURNAL OF MARKETING;0309-0566;1.088
4161;INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH;0309-1317;1.868
646;PROGRESS IN HUMAN GEOGRAPHY;0309-1325;5.162
2334;PROGRESS IN PHYSICAL GEOGRAPHY;0309-1333;2.728
6305;CAMBRIDGE JOURNAL OF ECONOMICS;0309-166X;1.263
932;ADVANCES IN WATER RESOURCES;0309-1708;4.349
2234;MEAT SCIENCE;0309-1740;2.801
8942;GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS;0309-1929;0.712
4033;JOURNAL OF ADVANCED NURSING;0309-2402;1.917
4033;JOURNAL OF ADVANCED NURSING;0309-2402;1.917
6352;JOURNAL OF STRAIN ANALYSIS FOR ENGINEERING DESIGN;0309-3247;1.250
7816;PROSTHETICS AND ORTHOTICS INTERNATIONAL;0309-3646;0.930
11912;Dutch Crossing-Journal of Low Countries Studies;0309-6564;0.065
10430;JOURNAL OF PHILOSOPHY OF EDUCATION;0309-8249;0.444
7292;JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION;0309-8265;1.034
8102;AUSTRALIAN MAMMALOGY;0310-0049;0.872
6227;ANAESTHESIA AND INTENSIVE CARE;0310-057X;1.283
6588;ALCHERINGA;0311-5518;1.196
9028;AUSTRALIAN EDUCATIONAL RESEARCHER;0311-6999;0.696
9321;AUSTRALIAN ARCHAEOLOGY;0312-2417;0.638
9169;Australian Social Work;0312-407X;0.667
10520;Australasian Journal of Early Childhood;0312-5033;0.427
740;CLINICAL PHARMACOKINETICS;0312-5963;4.829
5767;AUSTRALIAN JOURNAL OF MANAGEMENT;0312-8962;1.400
10337;TELOPEA;0312-9764;0.462
9169;AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION;0313-6647;0.667
10323;HISTORIA MATHEMATICA;0315-0860;0.464
10323;HISTORIA MATHEMATICA;0315-0860;0.464
6459;GEOSCIENCE CANADA;0315-0941;1.225
9624;CANADIAN JOURNAL OF CIVIL ENGINEERING;0315-1468;0.586
1688;JOURNAL OF RHEUMATOLOGY;0315-162X;3.236
11253;UTILITAS MATHEMATICA;0315-3681;0.273
11844;INFOR;0315-5986;0.095
10984;TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING;0315-8977;0.333
11919;PULP & PAPER-CANADA;0316-4004;0.058
10258;CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES;0317-0861;0.475
8205;CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES;0317-1671;0.852
10521;CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE;0318-6431;0.426
10606;CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE;0319-5724;0.413
10091;ACTA PHYSICA SLOVACA;0323-0465;0.500
9099;BIOMETRICAL JOURNAL;0323-3847;0.683
11095;ACTA ZOOLOGICA BULGARICA;0324-0770;0.310
11434;Bulgarian Chemical Communications;0324-1130;0.229
10348;PERIODICA POLYTECHNICA-CHEMICAL ENGINEERING;0324-5853;0.460
8406;Idojaras;0324-6329;0.810
10076;Environment Protection Engineering;0324-8828;0.505
9948;Archivos Argentinos de Pediatria;0325-0075;0.530
11890;ACTA BIOQUIMICA CLINICA LATINOAMERICANA;0325-2957;0.074
9831;REVISTA ARGENTINA DE MICROBIOLOGIA;0325-7541;0.551
11014;Latin American Journal of Pharmacy;0326-2383;0.329
11985;Revista de Nefrologia Dialisis y Trasplante;0326-3428;0.000
11799;LATIN AMERICAN APPLIED RESEARCH;0327-0793;0.121
11220;Revista Argentina de Clinica Psicologica;0327-6716;0.280
11220;Revista Argentina de Clinica Psicologica;0327-6716;0.280
10536;BIOCELL;0327-9545;0.423
10504;COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING;0332-1649;0.430
10498;Irish Educational Studies;0332-3315;0.431
10664;Nordic Journal of Linguistics;0332-5865;0.400
11344;MODELING IDENTIFICATION AND CONTROL;0332-7353;0.250
456;CEPHALALGIA;0333-1024;6.052
8347;ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES;0333-7308;0.821
8347;ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES;0333-7308;0.821
11544;INTERNATIONAL JOURNAL OF TURBO & JET-ENGINES;0334-0082;0.203
7894;JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM;0334-018X;0.912
1733;REVIEWS IN THE NEUROSCIENCES;0334-1763;3.198
7292;PHYTOPARASITICA;0334-2123;1.034
6223;SYMBIOSIS;0334-5114;1.284
5570;CORROSION REVIEWS;0334-6005;1.450
9359;JOURNAL OF POLYMER ENGINEERING;0334-6447;0.631
10922;HIGH TEMPERATURE MATERIALS AND PROCESSES;0334-6455;0.349
11167;ISRAEL JOURNAL OF VETERINARY MEDICINE;0334-9152;0.293
11619;ACTES DE LA RECHERCHE EN SCIENCES SOCIALES;0335-5322;0.182
11844;REVUE D ETUDES COMPARATIVES EST-OUEST;0338-0599;0.095
3674;INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH;0340-0131;2.061
2405;PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG;0340-0727;2.681
1080;Topics in Current Chemistry;0340-1022;4.014
4988;BIOLOGICAL CYBERNETICS;0340-1200;1.611
8412;ZEITSCHRIFT FUR SOZIOLOGIE;0340-1804;0.809
9719;ZEITSCHRIFT FUR RHEUMATOLOGIE;0340-1855;0.569
9459;ANATOMIA HISTOLOGIA EMBRYOLOGIA;0340-2096;0.615
11008;UROLOGE;0340-2592;0.331
4292;PHYTOCOENOLOGIA;0340-269X;1.828
3450;ARCHIVES OF DERMATOLOGICAL RESEARCH;0340-3696;2.146
5519;TRANSITION METAL CHEMISTRY;0340-4285;1.465
1531;JOURNAL OF NEUROLOGY;0340-5354;3.408
11918;BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS;0340-5370;0.060
2943;BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY;0340-5443;2.382
387;ARCHIVES OF TOXICOLOGY;0340-5761;6.637
4402;EUROPEAN JOURNAL OF PEDIATRICS;0340-6199;1.791
619;THROMBOSIS AND HAEMOSTASIS;0340-6245;5.255
1181;MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY;0340-6253;3.858
652;HUMAN GENETICS;0340-6717;5.138
734;CANCER IMMUNOLOGY IMMUNOTHERAPY;0340-7004;4.846
3859;JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY;0340-7594;1.988
10861;Empirica;0340-8744;0.359
8729;HERZ;0340-9937;0.751
11902;AKTUELLE RHEUMATOLOGIE;0341-051X;0.069
3824;LUNG;0341-2040;2.000
9571;Communications-European Journal of Communication Research;0341-2059;0.595
2931;INTERNATIONAL ORTHOPAEDICS;0341-2695;2.387
2508;CATENA;0341-8162;2.612
9149;SPIXIANA;0341-8391;0.673
5075;PHYSICS AND CHEMISTRY OF MINERALS;0342-1791;1.585
10922;PSYCHOLOGIE IN ERZIEHUNG UND UNTERRICHT;0342-183X;0.349
11830;LaboratoriumsMedizin-Journal of Laboratory Medicine;0342-3026;0.104
186;INTENSIVE CARE MEDICINE;0342-4642;10.125
6352;INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH;0342-5282;1.250
6352;INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH;0342-5282;1.250
11143;OIL GAS-EUROPEAN MAGAZINE;0342-5622;0.299
3951;IRRIGATION SCIENCE;0342-7188;1.948
11412;MATHEMATICAL INTELLIGENCER;0343-6993;0.234
5332;CURRENT MICROBIOLOGY;0343-8651;1.519
5812;PATHOLOGY RESEARCH AND PRACTICE;0344-0338;1.388
11683;ALLERGOLOGIE;0344-5062;0.161
3399;NEUROSURGICAL REVIEW;0344-5607;2.166
2196;CANCER CHEMOTHERAPY AND PHARMACOLOGY;0344-5704;2.824
11344;Sugar Industry-Zuckerindustrie;0344-8657;0.250
5038;Scandinavian Actuarial Journal;0346-1238;1.596
5038;Scandinavian Actuarial Journal;0346-1238;1.596
8283;SYSTEM;0346-251X;0.834
6146;SCANDINAVIAN JOURNAL OF ECONOMICS;0347-0520;1.298
10755;SWEDISH DENTAL JOURNAL;0347-9994;0.381
11692;Gradevinar;0350-2465;0.158
8563;SCIENCE OF SINTERING;0350-820X;0.781
11544;Zdravstveno Varstvo;0351-0026;0.203
11339;Geodetski Vestnik;0351-0271;0.253
7739;Geofizika;0352-3659;0.944
7626;JOURNAL OF THE SERBIAN CHEMICAL SOCIETY;0352-5139;0.970
10489;INFORMACIJE MIDEM-JOURNAL OF MICROELECTRONICS ELECTRONIC COMPONENTS AND MATERIALS;0352-9045;0.433
9140;CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY;0352-9568;0.675
4121;Psychiatria Danubina;0353-5053;1.879
4121;Psychiatria Danubina;0353-5053;1.879
10062;Promet-Traffic & Transportation;0353-5320;0.509
10607;Acta Clinica Croatica;0353-9466;0.412
5456;CROATIAN MEDICAL JOURNAL;0353-9504;1.483
10823;Archives of Biological Sciences;0354-4664;0.367
9527;Filomat;0354-5180;0.603
7766;Thermal Science;0354-9836;0.939
1225;SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH;0355-3140;3.793
1225;SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH;0355-3140;3.793
5088;SEX ROLES;0360-0025;1.582
620;ACM COMPUTING SURVEYS;0360-0300;5.243
867;Advances in Catalysis;0360-0564;4.500
860;Annual Review of Sociology;0360-0572;4.509
6370;JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES;0360-1234;1.247
10507;EDUCATIONAL GERONTOLOGY;0360-1277;0.429
72;PROGRESS IN ENERGY AND COMBUSTION SCIENCE;0360-1285;16.784
8572;ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH;0360-1293;0.778
2122;COMPUTERS & EDUCATION;0360-1315;2.881
2122;COMPUTERS & EDUCATION;0360-1315;2.881
1542;BUILDING AND ENVIRONMENT;0360-1323;3.394
850;DRUG METABOLISM REVIEWS;0360-2532;4.526
5362;POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING;0360-2559;1.511
870;INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS;0360-3016;4.495
1723;INTERNATIONAL JOURNAL OF HYDROGEN ENERGY;0360-3199;3.205
2905;HUMAN COMMUNICATION RESEARCH;0360-3989;2.400
2499;INFLAMMATION;0360-3997;2.618
2393;JOURNAL OF NEUROSCIENCE RESEARCH;0360-4012;2.689
5591;COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS;0360-5302;1.444
6167;JOURNAL OF MEDICINE AND PHILOSOPHY;0360-5310;1.293
968;ENERGY;0360-5442;4.292
10848;CHEMICAL ENGINEERING PROGRESS;0360-7275;0.364
5316;HEALTH & SOCIAL WORK;0360-7283;1.523
3599;COMPUTERS & INDUSTRIAL ENGINEERING;0360-8352;2.086
2724;ECONOMIC GEOLOGY;0361-0128;2.487
7435;RESEARCH IN HIGHER EDUCATION;0361-0365;1.000
10163;JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS;0361-0470;0.492
6984;EXPERIMENTAL AGING RESEARCH;0361-073X;1.103
11973;MANUFACTURING ENGINEERING;0361-0853;0.023
10678;COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION;0361-0918;0.397
11136;COMMUNICATIONS IN STATISTICS-THEORY AND METHODS;0361-0926;0.300
6387;IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION;0361-1434;1.243
9998;TRANSPORTATION RESEARCH RECORD;0361-1981;0.522
8227;COLOR RESEARCH AND APPLICATION;0361-2317;0.847
7094;DISASTERS;0361-3666;1.080
2768;ACCOUNTING ORGANIZATIONS AND SOCIETY;0361-3682;2.464
2707;CONTEMPORARY EDUCATIONAL PSYCHOLOGY;0361-476X;2.492
11312;Solid Fuel Chemistry;0361-5219;0.258
5428;JOURNAL OF ELECTRONIC MATERIALS;0361-5235;1.491
4535;SOIL SCIENCE SOCIETY OF AMERICA JOURNAL;0361-5995;1.752
5343;HEALTH CARE MANAGEMENT REVIEW;0361-6274;1.515
8991;SOCIOBIOLOGY;0361-6525;0.702
2916;PSYCHOLOGY OF WOMEN QUARTERLY;0361-6843;2.397
5638;JOURNAL OF HEALTH POLITICS POLICY AND LAW;0361-6878;1.436
5638;JOURNAL OF HEALTH POLITICS POLICY AND LAW;0361-6878;1.436
9811;GLASS AND CERAMICS;0361-7610;0.554
10716;PROGRAMMING AND COMPUTER SOFTWARE;0361-7688;0.390
2205;OPERATIVE DENTISTRY;0361-7734;2.819
2433;AMERICAN JOURNAL OF ROENTGENOLOGY;0361-803X;2.660
684;AMERICAN JOURNAL OF HEMATOLOGY;0361-8609;5.000
2569;BRAIN RESEARCH BULLETIN;0361-9230;2.572
9004;MCN-The American Journal of Maternal-Child Nursing;0361-929X;0.700
9004;MCN-The American Journal of Maternal-Child Nursing;0361-929X;0.700
4998;JOURNAL OF FOOD PROTECTION;0362-028X;1.609
10180;ACM SIGPLAN NOTICES;0362-1340;0.488
11253;HOUSTON JOURNAL OF MATHEMATICS;0362-1588;0.273
93;Annual Review of Pharmacology and Toxicology;0362-1642;14.769
2826;SPINE;0362-2436;2.439
5326;JOURNAL OF MORPHOLOGY;0362-2525;1.521
8425;SOCIAL SCIENCE JOURNAL;0362-3319;0.807
5282;JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS;0362-4803;1.532
6885;NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS;0362-546X;1.125
4552;CLINICAL NEUROPHARMACOLOGY;0362-5664;1.748
9346;ACM TRANSACTIONS ON DATABASE SYSTEMS;0362-5915;0.633
8393;CURRICULUM INQUIRY;0362-6784;0.812
8406;LEGISLATIVE STUDIES QUARTERLY;0362-9805;0.810
5428;SIAM JOURNAL ON CONTROL AND OPTIMIZATION;0363-0129;1.491
2338;SUICIDE AND LIFE-THREATENING BEHAVIOR;0363-0234;2.726
5995;WOMEN & HEALTH;0363-0242;1.337
8747;HEMOGLOBIN;0363-0269;0.747
10618;LIBRARY JOURNAL;0363-0277;0.411
11075;Lithuanian Mathematical Journal;0363-1672;0.314
11395;JOURNAL OF FAMILY HISTORY;0363-1990;0.238
2850;FISHERIES;0363-2415;2.429
7514;Nurse Educator;0363-3624;0.991
7514;Nurse Educator;0363-3624;0.991
4893;JOURNAL OF HAND SURGERY-AMERICAN VOLUME;0363-5023;1.640
855;AMERICAN JOURNAL OF SPORTS MEDICINE;0363-5465;4.517
1766;AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY;0363-6119;3.168
1607;AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY;0363-6135;3.324
1541;AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY;0363-6143;3.395
7006;SYSTEMATIC BOTANY;0363-6445;1.098
339;ACADEMY OF MANAGEMENT REVIEW;0363-7425;7.288
6572;COMMUNICATION MONOGRAPHS;0363-7751;1.200
6366;PUBLIC RELATIONS REVIEW;0363-8111;1.249
5500;JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY;0363-8715;1.470
2850;DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY;0363-9045;2.429
4513;INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS;0363-9061;1.758
2645;INTERNATIONAL JOURNAL OF ENERGY RESEARCH;0363-907X;2.529
971;CLINICAL NUCLEAR MEDICINE;0363-9762;4.278
2373;COGNITIVE SCIENCE;0364-0213;2.706
4202;ENVIRONMENTAL MANAGEMENT;0364-152X;1.857
7148;AESTHETIC PLASTIC SURGERY;0364-216X;1.065
2657;WORLD JOURNAL OF SURGERY;0364-2313;2.523
5298;SKELETAL RADIOLOGY;0364-2348;1.527
8730;ADMINISTRATION IN SOCIAL WORK;0364-3107;0.750
2752;NEUROCHEMICAL RESEARCH;0364-3190;2.472
195;ANNALS OF NEUROLOGY;0364-5134;9.638
3500;CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY;0364-5916;2.129
5739;MATHEMATICS OF OPERATIONS RESEARCH;0364-765X;1.406
8474;JOURNAL OF GRAPH THEORY;0364-9024;0.796
4868;IEEE JOURNAL OF OCEANIC ENGINEERING;0364-9059;1.648
6913;Archives of Agronomy and Soil Science;0365-0340;1.118
8812;ACTA BOTANICA CROATICA;0365-0588;0.734
8048;ANAIS BRASILEIROS DE DERMATOLOGIA;0365-0596;0.880
3719;ARCHIV DER PHARMAZIE;0365-6233;2.043
11904;BULLETIN MENSUEL DE LA SOCIETE LINNEENNE DE LYON;0366-1326;0.067
11220;BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO;0366-3175;0.280
11344;CALDASIA;0366-5232;0.250
6046;CHEMICAL PAPERS;0366-6352;1.326
7685;CHINESE MEDICAL JOURNAL;0366-6999;0.957
5206;CHEMISTRY LETTERS;0366-7022;1.550
7980;ECOLOGY OF FOOD AND NUTRITION;0367-0244;0.894
11025;ESTUDIOS GEOLOGICOS-MADRID;0367-0449;0.325
5059;FLORA;0367-2530;1.590
2889;FITOTERAPIA;0367-326X;2.408
11112;Gesunde Pflanzen;0367-4223;0.306
7435;BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND;0367-5211;1.000
10471;Hemijska Industrija;0367-598X;0.437
11854;Indian Journal of Animal Research;0367-6722;0.091
11650;INDIAN JOURNAL OF ANIMAL SCIENCES;0367-8318;0.174
8333;IRISH VETERINARY JOURNAL;0368-0762;0.824
5167;JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA;0368-2048;1.561
8744;JOURNAL DE GYNECOLOGIE OBSTETRIQUE ET BIOLOGIE DE LA REPRODUCTION;0368-2315;0.749
4098;JAPANESE JOURNAL OF CLINICAL ONCOLOGY;0368-2811;1.889
9325;KYBERNETES;0368-492X;0.637
11211;OSIRIS;0369-7827;0.281
11211;OSIRIS;0369-7827;0.281
7410;PATHOLOGIE BIOLOGIE;0369-8114;1.009
10716;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES;0369-8203;0.390
9535;Periodico di Mineralogia;0369-8963;0.600
9021;Pigment & Resin Technology;0369-9420;0.697
11504;PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES;0370-047X;0.214
79;PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS;0370-1573;16.240
5320;PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS;0370-1972;1.522
757;PHYSICS LETTERS B;0370-2693;4.787
9459;REDIA-GIORNALE DI ZOOLOGIA;0370-4327;0.615
11234;Srpski Arhiv za Celokupno Lekarstvo;0370-8179;0.277
9843;Transactions of the Indian Ceramic Society;0371-750X;0.548
10200;TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA;0372-1426;0.484
11040;VETERINARSKI ARHIV;0372-5480;0.321
