Full Journal Title;ISSN;Journal Impact Factor
BOREAL ENVIRONMENT RESEARCH;12396095;1.476
ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA;1239629X;0.830
International Journal of Circumpolar Health;12399736;0.707
International Journal of Circumpolar Health;12399736;0.707
Journal de Theorie des Nombres de Bordeaux;12467405;0.294
TRANSFUSION CLINIQUE ET BIOLOGIQUE;12467820;0.561
Parasite;1252607X;1.781
ACTA BOTANICA GALLICA;12538078;0.776
World Rabbit Science;12575011;0.833
Revue d Histoire des Mathematiques;1262022X;0.364
Comptabilite Controle Audit;12622788;0.370
DIABETES & METABOLISM;12623636;4.693
Hernia;12654906;2.054
Geomorphologie-Relief Processus Environnement;12665304;0.673
VIROLOGIE;12678694;0.151
Foot and Ankle Surgery;12687731;1.092
Pratiques Psychologiques;12691763;0.162
Pratiques Psychologiques;12691763;0.162
AEROSPACE SCIENCE AND TECHNOLOGY;12709638;1.751
Cancer Radiotherapie;12783218;1.299
Journal of Nutrition Health & Aging;12797707;3.199
ADANSONIA;12808571;0.256
ZOOSYSTEMA;12809551;0.549
GEODIVERSITAS;12809659;0.844
EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS;12860042;0.667
ANNALS OF FOREST SCIENCE;12864560;2.086
MICROBES AND INFECTION;12864579;2.291
INTERNATIONAL JOURNAL OF THERMAL SCIENCES;12900729;2.769
CRYPTOGAMIE BRYOLOGIE;12900796;1.389
Oncologie;12923818;0.066
ESAIM-Probability and Statistics;12928100;0.600
ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS;12928119;1.112
EUROPEAN PHYSICAL JOURNAL E;12928941;1.625
SOLID STATE SCIENCES;12932558;2.041
Oil & Gas Science and Technology-Revue d IFP Energies nouvelles;12944475;1.087
EPILEPTIC DISORDERS;12949361;0.942
JOURNAL OF CULTURAL HERITAGE;12962074;1.533
JOINT BONE SPINE;1297319X;2.946
Chirurgie de la Main;12973203;0.439
GYNECOLOGIE OBSTETRIQUE & FERTILITE;12979589;0.574
TURKISH JOURNAL OF BOTANY;1300008X;1.178
Turkish Journal of Mathematics;13000098;0.378
Turkish Journal of Agriculture and Forestry;1300011X;1.311
TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES;13000128;0.352
Turkish Journal Of Medical Sciences;13000144;0.325
TURKISH JOURNAL OF BIOLOGY;13000152;1.183
TURKISH JOURNAL OF ZOOLOGY;13000179;0.880
TURKISH JOURNAL OF CHEMISTRY;13000527;1.098
Turkish Journal of Electrical Engineering and Computer Sciences;13000632;0.518
Noropsikiyatri Arsivi-Archives of Neuropsychiatry;13000667;0.171
Ankara Universitesi Veteriner Fakultesi Dergisi;13000861;0.288
TURKISH JOURNAL OF EARTH SCIENCES;13000985;1.299
Egitim ve Bilim-Education and Science;13001337;0.254
EKOLOJI;13001361;0.592
Amme Idaresi Dergisi;13001795;0.019
Journal of the Faculty of Engineering and Architecture of Gazi University;13001884;0.174
Turk Psikiyatri Dergisi;13002163;0.358
Tekstil ve Konfeksiyon;13003356;0.287
Teknik Dergi;13003453;0.171
ISI Bilimi ve Teknigi Dergisi-Journal of Thermal Science and Technology;13003615;0.188
TURK PSIKOLOJI DERGISI;13004433;0.107
Turkish Journal of Gastroenterology;13004948;0.532
Kafkas Universitesi Veteriner Fakultesi Dergisi;13006045;0.418
Tarim Bilimleri Dergisi-Journal of Agricultural Sciences;13007580;0.408
Turkish Journal of Hematology;13007777;0.827
Bilig;13010549;0.047
Turkish Journal of Field Crops;13011111;0.418
Turk Gogus Kalp Damar Cerrahisi Dergisi-Turkish Journal of Thoracic and Cardiovascular Surgery;13015680;0.120
Turkiye Fiziksel Tip ve Rehabilitasyon Dergisi-Turkish Journal of Physical Medicine and Rehabilitation;13020234;0.094
JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY;13020250;0.181
Journal of Neurological Sciences-Turkish;13021664;0.137
Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry;13026631;0.234
Educational Sciences-Theory & Practice;13030485;0.402
Turkish Journal of Fisheries and Aquatic Sciences;13032712;0.553
Journal of Sports Science and Medicine;13032968;1.430
Hacettepe Journal of Mathematics and Statistics;13035010;0.277
NeuroQuantology;13035150;0.673
Experimental and Clinical Transplantation;13040855;0.603
Turkish Journal of Geriatrics-Turk Geriatri Dergisi;13042947;0.130
Turkish Journal of Geriatrics-Turk Geriatri Dergisi;13042947;0.130
Uluslararasi Iliskiler-International Relations;13047310;0.089
Diagnostic and Interventional Radiology;13053825;1.406
Eurasia Journal of Mathematics Science and Technology Education;13058215;0.720
Eklem Hastaliklari ve Cerrahisi-Joint Diseases and Related Surgery;13058282;0.845
UHOD-Uluslararasi Hematoloji-Onkoloji Dergisi;1306133X;0.974
Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surgery;1306696X;0.453
Records of Natural Products;13076167;0.765
Journal of Clinical Research in Pediatric Endocrinology;13085727;1.568
Journal of International Advanced Otology;13087649;0.123
Archives of Rheumatology;13090291;0.220
Turkish Journal of Rheumatology;13090291;0.150
Atmospheric Pollution Research;13091042;1.401
COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES;13101331;0.233
BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT;13102818;0.373
Journal of the Balkan Tribological Association;13104772;0.737
Balkan Journal of Medical Genetics;13110160;0.404
Fractional Calculus and Applied Analysis;13110454;2.246
Journal of Environmental Protection and Ecology;13115065;0.734
Propagation of Ornamental Plants;13119109;0.240
ZooKeys;13132989;0.938
PhytoKeys;13142011;0.990
MycoKeys;13144057;1.846
Nature Conservation-Bulgaria;13146947;1.120
Revista del CLAD Reforma y Democracia;13152378;0.111
Acta Histriae;13180185;0.147
ACTA CHIMICA SLOVENICA;13180207;1.167
Radiology and Oncology;13182099;1.736
JAVNOST-THE PUBLIC;13183222;0.254
SAUDI PHARMACEUTICAL JOURNAL;13190164;2.233
Saudi Journal of Gastroenterology;13193767;1.312
SAUDI JOURNAL OF BIOLOGICAL SCIENCES;1319562X;1.781
Journal of Saudi Chemical Society;13196103;1.978
Neurosciences;13196138;0.541
NEPHROLOGY;13205358;1.796
PATHOLOGY INTERNATIONAL;13205463;1.425
Nursing Inquiry;13207881;1.141
Nursing Inquiry;13207881;1.141
Psychiatry Psychology and Law;13218719;0.654
PHYCOLOGICAL RESEARCH;13220829;1.420
International Journal of Nursing Practice;13227114;0.980
International Journal of Nursing Practice;13227114;0.980
AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH;13227130;2.126
Collegian;13227696;1.122
Collegian;13227696;1.122
Journal of Family Studies;13229400;0.660
PSYCHIATRY AND CLINICAL NEUROSCIENCES;13231316;2.025
MARINE AND FRESHWATER RESEARCH;13231650;1.583
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA;13233580;3.245
MOLLUSCAN RESEARCH;13235818;0.708
RESPIROLOGY;13237799;3.078
ALLERGOLOGY INTERNATIONAL;13238930;2.355
CHINA JOURNAL;13249347;0.906
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH;13260200;1.628
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH;13260200;1.628
AUSTRALIAN JOURNAL OF ENTOMOLOGY;13266756;1.109
Clinical Psychologist;13284207;0.967
Clinical Psychologist;13284207;0.967
PEDIATRICS INTERNATIONAL;13288067;0.868
Australian Endodontic Journal;13291947;0.885
Media International Australia;1329878X;0.276
ACTA PHARMACEUTICA;13300075;1.212
Acta Dermatovenerologica Croatica;1330027X;0.469
DRUSTVENA ISTRAZIVANJA;13300288;0.177
GEOLOGIA CROATICA;1330030X;0.625
Biochemia Medica;13300962;3.051
Revija za Socijalnu Politiku;13302965;0.091
Tehnicki Vjesnik-Technical Gazette;13303651;0.464
FOOD TECHNOLOGY AND BIOTECHNOLOGY;13309862;1.179
Mathematical Communications;13310623;0.316
Kinesiology;13311441;0.553
Kinesiology;13311441;0.553
MATHEMATICAL INEQUALITIES & APPLICATIONS;13314343;0.544
Economic Research-Ekonomska Istrazivanja;1331677X;0.466
Zbornik Radova Ekonomskog Fakulteta u Rijeci-Proceedings of Rijeka Faculty of Economics;13318004;0.346
Transactions of FAMENA;13331124;0.317
Signa Vitae;13345605;0.154
GEOLOGICA CARPATHICA;13350552;1.523
Acta Montanistica Slovaca;13351788;0.390
Contributions of the Astronomical Observatory Skalnate Pleso;13351842;0.389
Journal of Electrical Engineering-Elektrotechnicky Casopis;13353632;0.407
Measurement Science Review;13358871;0.969
COMPUTING AND INFORMATICS;13359150;0.524
WOOD RESEARCH;13364561;0.399
Journal of Food and Nutrition Research;13368672;1.676
DNA RESEARCH;13402838;5.267
Journal of Natural Medicines;13403443;1.670
Journal of Atherosclerosis and Thrombosis;13403478;2.411
MYCOSCIENCE;13403540;1.165
OPTICAL REVIEW;13406000;0.496
Kyushu Journal of Mathematics;13406116;0.365
Breast Cancer;13406868;1.182
JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI;1341027X;0.054
Annals of Thoracic and Cardiovascular Surgery;13411098;0.658
EXPERIMENTAL ANIMALS;13411357;1.247
JOURNAL OF INFECTION AND CHEMOTHERAPY;1341321X;1.425
Journal of Forest Research;13416979;0.929
SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN;13417215;0.804
GENES & GENETIC SYSTEMS;13417568;1.339
Journal of Hard Tissue Biology;13417649;0.424
JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH;13418076;1.091
ICHTHYOLOGICAL RESEARCH;13418998;1.023
JOURNAL OF OCCUPATIONAL HEALTH;13419145;1.446
International Journal of Clinical Oncology;13419625;1.806
Environmental Health and Preventive Medicine;1342078X;1.214
Environmental Health and Preventive Medicine;1342078X;1.214
Clinical and Experimental Nephrology;13421751;1.945
Plant Biotechnology;13424580;0.715
BIOCONTROL SCIENCE;13424815;0.677
MICROBES AND ENVIRONMENTS;13426311;2.075
PALEONTOLOGICAL RESEARCH;13428144;0.807
GONDWANA RESEARCH;1342937X;8.743
MAMMAL STUDY;13434152;0.375
Journal of Oral Science;13434934;0.804
ENTOMOLOGICAL SCIENCE;13438786;1.144
JOURNAL OF VISUALIZATION;13438875;0.720
PLANT PRODUCTION SCIENCE;1343943X;0.612
RESOURCE GEOLOGY;13441698;0.857
ELECTROCHEMISTRY;13443542;0.791
ANIMAL SCIENCE JOURNAL;13443941;1.045
Legal Medicine;13446223;1.442
JAPANESE JOURNAL OF INFECTIOUS DISEASES;13446304;1.140
FOOD SCIENCE AND TECHNOLOGY RESEARCH;13446606;0.357
BREEDING SCIENCE;13447610;1.543
JOURNAL OF GENERAL PLANT PATHOLOGY;13452630;1.120
JOURNAL OF NIPPON MEDICAL SCHOOL;13454676;0.586
Journal of Nonlinear and Convex Analysis;13454773;0.691
Journal of Mineralogical and Petrological Sciences;13456296;0.648
Journal of Oleo Science;13458957;1.108
MATERIALS TRANSACTIONS;13459678;0.689
International Journal of Physical Modelling in Geotechnics;1346213X;1.045
Psychogeriatrics;13463500;1.000
Journal of Medical Ultrasonics;13464523;0.559
JOURNAL OF POULTRY SCIENCE;13467395;0.513
Journal of Asian Architecture and Building Engineering;13467581;0.750
Journal of Advanced Concrete Technology;13468014;0.658
JOURNAL OF THE JAPAN PETROLEUM INSTITUTE;13468804;0.605
CIRCULATION JOURNAL;13469843;4.124
ORNITHOLOGICAL SCIENCE;13470558;0.654
Magnetic Resonance in Medical Sciences;13473182;1.385
Drug Metabolism and Pharmacokinetics;13474367;1.764
JOURNAL OF PHARMACOLOGICAL SCIENCES;13478613;2.106
CANCER SCIENCE;13479032;3.896
Science and Technology of Energetic Materials;13479466;0.636
JOURNAL OF PESTICIDE SCIENCE;1348589X;0.843
Pacific Journal of Optimization;13489151;0.307
International Heart Journal;13492365;1.938
IEICE Electronics Express;13492543;0.344
SOLA;13496476;0.791
MICROBIOLOGY-SGM;13500872;2.268
JOURNAL OF EUROPEAN PUBLIC POLICY;13501763;1.964
INFORMATION SYSTEMS JOURNAL;13501917;2.522
NEUROGASTROENTEROLOGY AND MOTILITY;13501925;3.310
European Early Childhood Education Research Journal;1350293X;0.612
PERSONAL RELATIONSHIPS;13504126;0.886
ULTRASONICS SONOCHEMISTRY;13504177;4.556
RADIATION MEASUREMENTS;13504487;1.071
INFRARED PHYSICS & TECHNOLOGY;13504495;1.588
INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY;13504509;1.609
MEDICAL ENGINEERING & PHYSICS;13504533;1.619
Environmental Education Research;13504622;1.374
METEOROLOGICAL APPLICATIONS;13504827;1.273
APPLIED ECONOMICS LETTERS;13504851;0.378
EUROPEAN JOURNAL OF WOMENS STUDIES;13505068;1.160
MANAGEMENT LEARNING;13505076;1.393
ORGANIZATION;13505084;1.777
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS;13506129;2.351
VISUAL COGNITION;13506285;1.433
ENGINEERING FAILURE ANALYSIS;13506307;1.358
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART J-JOURNAL OF ENGINEERING TRIBOLOGY;13506501;0.907
BERNOULLI;13507265;1.372
CURRENT OPINION IN NEUROLOGY;13507540;4.469
CELL DEATH AND DIFFERENTIATION;13509047;8.218
PROGRESS IN RETINAL AND EYE RESEARCH;13509462;9.394
REDOX REPORT;13510002;2.606
ENDOCRINE-RELATED CANCER;13510088;4.472
Journal of Psychiatric and Mental Health Nursing;13510126;1.055
Journal of Psychiatric and Mental Health Nursing;13510126;1.055
Democratization;13510347;1.296
OCCUPATIONAL AND ENVIRONMENTAL MEDICINE;13510711;3.745
EUROPEAN JOURNAL OF SOIL SCIENCE;13510754;3.425
Innovation-The European Journal of Social Science Research;13511610;0.346
Natural Language Engineering;13513249;0.886
Natural Language Engineering;13513249;0.886
Asian Economic Journal;13513958;0.308
EUROPEAN JOURNAL OF NEUROLOGY;13515101;3.956
European Law Journal;13515993;0.482
HAEMOPHILIA;13518216;2.673
European Journal of Finance;1351847X;0.559
JOURNAL OF VIRAL HEPATITIS;13520504;4.179
ATMOSPHERIC ENVIRONMENT;13522310;3.459
Multiple Sclerosis Journal;13524585;4.671
BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY;13524658;1.945
JAPANESE ECONOMIC REVIEW;13524739;0.226
International Journal of Heritage Studies;13527258;1.032
Cross Cultural Management-An International Journal;13527606;0.778
ENVIRONMENTAL AND ECOLOGICAL STATISTICS;13528505;0.769
British Journal of Middle Eastern Studies;13530194;0.132
Journal of Israeli History;13531042;0.125
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-GEOTECHNICAL ENGINEERING;13532618;0.577
International Peacekeeping;13533312;0.847
SCIENCE AND ENGINEERING ETHICS;13533452;1.454
SCIENCE AND ENGINEERING ETHICS;13533452;1.454
INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE;13534505;2.545
INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE;13534505;2.545
Parallax;13534645;0.238
AQUACULTURE NUTRITION;13535773;1.511
Israel Affairs;13537121;0.069
PARKINSONISM & RELATED DISORDERS;13538020;3.794
INJURY PREVENTION;13538047;1.693
INJURY PREVENTION;13538047;1.693
HEALTH & PLACE;13538292;2.441
HEALTH & PLACE;13538292;2.441
Teachers and Teaching;13540602;0.752
EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS;13540661;2.465
CULTURE & PSYCHOLOGY;1354067X;1.000
PARTY POLITICS;13540688;1.271
PETROLEUM GEOSCIENCE;13540793;1.122
GLOBAL CHANGE BIOLOGY;13541013;8.444
INVERTEBRATE NEUROSCIENCE;13542516;1.241
INSIGHT;13542575;0.536
EXPERT OPINION ON THERAPEUTIC PATENTS;13543776;4.626
EXPERT OPINION ON INVESTIGATIONAL DRUGS;13543784;4.408
British Journal of Learning Disabilities;13544187;0.391
Nations and Nationalism;13545078;0.480
ORAL DISEASES;1354523X;2.000
FEMINIST ECONOMICS;13545701;1.154
JOURNAL OF MODERN ITALIAN STUDIES;1354571X;0.182
THINKING & REASONING;13546783;2.958
Cognitive Neuropsychiatry;13546805;1.924
Cognitive Neuropsychiatry;13546805;1.924
BIOMARKERS;1354750X;2.016
European Financial Management;13547798;0.922
Journal of the Asia Pacific Economy;13547860;0.429
Tourism Economics;13548166;0.392
Psychology Health & Medicine;13548506;1.347
Psychology Health & Medicine;13548506;1.347
Convergence-The International Journal of Research into New Media Technologies;13548565;0.845
ENDOCRINE;1355008X;3.279
JOURNAL OF NEUROVIROLOGY;13550284;2.569
SCIENCE & JUSTICE;13550306;1.959
STUDIES IN HISTORY AND PHILOSOPHY OF MODERN PHYSICS;13552198;0.626
RAPID PROTOTYPING JOURNAL;13552546;1.352
Journal of Sexual Aggression;13552600;0.723
LEGAL AND CRIMINOLOGICAL PSYCHOLOGY;13553259;1.776
HUMAN REPRODUCTION UPDATE;13554786;11.194
NEUROCASE;13554794;1.225
Journal of Victorian Culture;13555502;0.212
AQUACULTURE RESEARCH;1355557X;1.606
HEART;13556037;5.693
JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY;13556177;2.633
ADDICTION BIOLOGY;13556215;4.547
Translator;13556509;0.483
ENVIRONMENT AND DEVELOPMENT ECONOMICS;1355770X;1.027
ETHNICITY & HEALTH;13557858;2.055
ETHNICITY & HEALTH;13557858;2.055
CELL STRESS & CHAPERONES;13558145;2.583
Journal of Health Services Research & Policy;13558196;1.786
JOURNAL OF CONSCIOUSNESS STUDIES;13558250;0.445
RNA;13558382;4.344
JOURNAL OF EVALUATION IN CLINICAL PRACTICE;13561294;1.053
Journal of Interprofessional Care;13561820;1.645
Journal of Interprofessional Care;13561820;1.645
TEACHING IN HIGHER EDUCATION;13562517;0.632
European Physical Education Review;1356336X;0.906
NEW POLITICAL ECONOMY;13563467;1.671
Evaluation;13563890;1.717
MICROELECTRONICS INTERNATIONAL;13565362;0.519
MANUAL THERAPY;1356689X;1.869
Child & Family Social Work;13567500;1.064
Journal of Latin American Cultural Studies;13569325;0.106
GENES TO CELLS;13569597;2.481
Contemporary Politics;13569775;0.933
RIDE-The Journal of Applied Theatre and Performance;13569783;0.211
Body & Society;1357034X;1.171
MEDICAL ONCOLOGY;13570560;2.486
INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY;13572725;3.905
SPORT EDUCATION AND SOCIETY;13573322;1.269
SPORT EDUCATION AND SOCIETY;13573322;1.269
Urban Design International;13575317;0.262
JOURNAL OF TELEMEDICINE AND TELECARE;1357633X;1.377
LATERALITY;1357650X;1.239
INTERNATIONAL JOURNAL OF CRASHWORTHINESS;13588265;0.680
VASCULAR MEDICINE;1358863X;1.438
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE;13590286;5.111
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE;13590294;6.234
JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE;13590987;1.229
Clinical Child Psychology and Psychiatry;13591045;1.192
Clinical Child Psychology and Psychiatry;13591045;1.192
JOURNAL OF HEALTH PSYCHOLOGY;13591053;2.010
BRITISH JOURNAL OF HEALTH PSYCHOLOGY;1359107X;2.895
AGGRESSION AND VIOLENT BEHAVIOR;13591789;1.912
JOURNAL OF MATERIAL CULTURE;13591835;0.780
Archives of Disease in Childhood-Fetal and Neonatal Edition;13592998;3.969
MOLECULAR PSYCHIATRY;13594184;13.314
APPLIED THERMAL ENGINEERING;13594311;3.043
European Journal of Work and Organizational Psychology;1359432X;2.208
VIRTUAL REALITY;13594338;0.568
PROCESS BIOCHEMISTRY;13595113;2.529
BLOOD PRESSURE MONITORING;13595237;1.115
MATERIALS AND STRUCTURES;13595997;2.453
CYTOKINE & GROWTH FACTOR REVIEWS;13596101;6.571
DRUG DISCOVERY TODAY;13596446;5.625
ACTA MATERIALIA;13596454;5.058
SCRIPTA MATERIALIA;13596462;3.305
ANTIVIRAL THERAPY;13596535;2.916
FARADAY DISCUSSIONS;13596640;3.544
CHEMICAL COMMUNICATIONS;13597345;6.567
HIGH ABILITY STUDIES;13598139;0.737
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING;1359835X;3.719
COMPOSITES PART B-ENGINEERING;13598368;3.850
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL;13598546;2.731
Asia-Pacific Journal of Teacher Education;1359866X;0.667
TRENDS IN PLANT SCIENCE;13601385;10.899
TROPICAL MEDICINE & INTERNATIONAL HEALTH;13602276;2.519
JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES;13602322;1.711
Asia Pacific Business Review;13602381;0.683
International Journal of Inclusive Education;13603116;0.696
JOURNAL OF SOCIOLINGUISTICS;13606441;1.245
English Language & Linguistics;13606743;0.568
Asia Pacific Viewpoint;13607456;1.204
SOCIOLOGICAL RESEARCH ONLINE;13607804;0.652
AGING & MENTAL HEALTH;13607863;1.861
AGING & MENTAL HEALTH;13607863;1.861
APOPTOSIS;13608185;3.592
South European Society and Politics;13608746;1.241
International Journal of Law Policy and the Family;13609939;0.500
MOLECULAR HUMAN REPRODUCTION;13609947;3.943
Transactions in GIS;13611682;1.537
Race Ethnicity and Education;13613324;0.935
Pacific Economic Review;1361374X;0.388
New Review of Hypermedia and Multimedia;13614568;0.533
European Review of Economic History;13614916;0.619
Journal of Beliefs & Values-Studies in Religion & Education;13617672;0.276
MEDICAL IMAGE ANALYSIS;13618415;4.565
TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT;13619209;1.864
TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT;13619209;1.864
Career Development International;13620436;1.054
Nursing in Critical Care;13621017;1.113
Nursing in Critical Care;13621017;1.113
Citizenship Studies;13621025;0.621
Language Teaching Research;13621688;1.444
SCIENCE AND TECHNOLOGY OF WELDING AND JOINING;13621718;1.659
SYSTEMATIC AND APPLIED ACAROLOGY;13621971;1.378
AUTISM;13623613;3.170
SPINAL CORD;13624393;1.546
THEORETICAL CRIMINOLOGY;13624806;1.536
EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE;13625187;1.236
Mediterranean Politics;13629395;0.741
CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE;13631950;4.033
JOURNAL OF EARTHQUAKE ENGINEERING;13632469;0.922
HISTORY WORKSHOP JOURNAL;13633554;0.551
HEALTH;13634593;1.110
Sexualities;13634607;0.673
Transcultural Psychiatry;13634615;1.861
Review of Development Economics;13636669;0.296
DEVELOPMENTAL SCIENCE;1363755X;3.982
POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT;1363951X;0.761
RENEWABLE & SUSTAINABLE ENERGY REVIEWS;13640321;6.798
INTERNATIONAL JOURNAL OF CAST METALS RESEARCH;13640461;0.500
RETHINKING HISTORY;13642529;0.302
PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES;13645021;1.935
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES;1364503X;2.441
JOURNAL OF APPLIED MICROBIOLOGY;13645072;2.156
International Journal of Social Research Methodology;13645579;0.940
MINIMALLY INVASIVE THERAPY & ALLIED TECHNOLOGIES;13645706;1.279
TRENDS IN COGNITIVE SCIENCES;13646613;17.850
TRENDS IN COGNITIVE SCIENCES;13646613;17.850
NEUROGENETICS;13646745;3.426
JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS;13646826;1.463
INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY;1364727X;0.912
COMBUSTION THEORY AND MODELLING;13647830;2.230
ENVIRONMENTAL MODELLING & SOFTWARE;13648152;4.207
Anthropology & Medicine;13648470;0.560
AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS;1364985X;1.302
AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS;1364985X;1.302
